"","c1_mat.cust_id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",29568,NA,NA,NA,NA,NA,NA,NA,NA,4.37317994011529e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",29909,NA,NA,NA,NA,NA,NA,0.0812626999701652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",39856,NA,NA,NA,NA,0.0325328080137488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",139662,0.0482734869037918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",169587,NA,NA,0.334427798204759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",299749,NA,NA,NA,NA,NA,NA,NA,1.5567003354868e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",499639,0.151652604333998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",509554,NA,NA,NA,0.0304410386335883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",579923,NA,NA,NA,0.38010256458138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",619631,NA,NA,NA,NA,NA,NA,NA,0.0195893002954098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",769883,NA,NA,NA,0.0177982974091903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",859909,0.070975183771543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",919926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972720101994231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",949967,NA,NA,NA,NA,NA,NA,0.133530457891738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",989587,NA,NA,NA,0.0249325831914731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1239874,NA,NA,0.406339714606593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1249787,NA,0.0549085259232735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6833385701639e-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1369576,0.0158495643662407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",1499624,NA,0.0506520603566032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1519567,NA,NA,NA,NA,0.0342439185030962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1529898,NA,NA,NA,NA,NA,NA,NA,NA,0.377445945763804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1549549,0.0904039381756491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1609678,NA,NA,NA,NA,0.0335054871299851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1659549,0.0203054452784945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1839965,NA,NA,NA,NA,0.050315187285897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1919647,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00143414458305484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1999549,NA,NA,NA,0.0201144556292706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2009974,NA,NA,NA,NA,0.088971088547314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2029760,NA,NA,NA,NA,NA,NA,NA,0.0151035880309132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2049833,NA,NA,0.259744171093218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2089964,0.00164099876606481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2129768,0.0923252301546258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2159905,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0774913885133022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2239835,NA,NA,NA,NA,NA,NA,NA,NA,0.9864395894964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2369804,NA,NA,NA,NA,0.0338485278169395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2389788,NA,NA,NA,NA,NA,0.00316138554222147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2389823,NA,NA,NA,NA,NA,NA,NA,0.00565625483413624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2409947,0.147125750760522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2499933,NA,NA,NA,NA,NA,NA,0.0401030599514363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2559894,NA,NA,NA,NA,NA,NA,NA,NA,1.23821894105593e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2589576,NA,NA,NA,NA,NA,NA,NA,NA,0.0975811917222851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2619622,NA,NA,NA,NA,NA,0.00997843268914509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2759923,NA,NA,NA,NA,NA,NA,NA,0.0192823979883917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2769672,0.125398650549114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2779946,NA,NA,NA,NA,NA,NA,NA,NA,0.117650549441045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2869574,NA,NA,NA,NA,NA,0.0366803660938142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2969905,NA,NA,NA,NA,NA,0.0338970994581302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",3029520,NA,NA,NA,NA,NA,NA,NA,NA,0.0270135400133067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",3029934,0.131210024188988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",3189822,NA,NA,NA,NA,NA,NA,NA,NA,0.0950537911584702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",3189829,NA,NA,NA,NA,NA,NA,0.0806162168840739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",3259553,NA,NA,NA,NA,0.0336091081443877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",3389774,NA,NA,NA,NA,NA,NA,0.0980581605427744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",3409674,0.138438516255895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",3489829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593629113428283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",3509800,NA,NA,NA,NA,NA,NA,NA,NA,1.03465422986841e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",3519981,NA,NA,NA,NA,NA,NA,NA,0.00018875726347219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",3519993,NA,NA,NA,NA,NA,NA,0.0864884287682058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",3639760,NA,NA,NA,NA,NA,NA,NA,0.0218450009666083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",3679801,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952387250209773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",3709783,NA,NA,NA,NA,NA,0.00770103762776914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",3709984,0.137343577599677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",3759797,NA,0.0314239756000893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",3789930,NA,NA,NA,NA,NA,NA,NA,NA,1.64362761016798e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",3809781,0.0312443428284299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",3809808,NA,NA,NA,NA,NA,NA,2.18169132692688e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",3849717,NA,NA,NA,NA,NA,0.00608178644461572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",3969876,NA,NA,NA,NA,0.0363069994686797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",4029818,NA,NA,NA,NA,NA,NA,NA,0.0208373790728046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",4029893,NA,NA,0.472467359200912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",4139611,NA,NA,NA,NA,NA,0.438117706205232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",4309605,NA,NA,NA,NA,0.0351356033272708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",4339680,NA,NA,NA,NA,NA,0.00730424633474893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",4349684,NA,NA,NA,NA,0.0544451193497651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",4459947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373489984187475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",4529875,1.64935012470656e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
